class,noise_type,filter,psnr,ssim
without_mask,blur,median,20.86230463401629,0.5759703554976618
without_mask,blur,none,30.03563936685636,0.9128356462362667
without_mask,blur,mean,29.82451776553942,0.9107388869372876
without_mask,blur,median,29.980782020781408,0.9120400290272234
without_mask,blur,none,31.363322520743058,0.8887343000131341
without_mask,blur,mean,31.188683073048633,0.8889502942679011
without_mask,blur,median,31.325301495291768,0.8884820846402883
without_mask,blur,none,26.024853887761203,0.7612661516676607
without_mask,blur,mean,25.92562921097508,0.7603744726010829
without_mask,blur,median,25.993907191738607,0.7608996068982918
without_mask,blur,none,22.641945752111834,0.784693833042009
without_mask,blur,mean,22.587528991962316,0.783958276876611
without_mask,blur,median,22.632261635757587,0.7848197579711028
without_mask,blur,none,33.71873478702096,0.9540166221767187
without_mask,blur,mean,33.395991080869976,0.9520580288592698
without_mask,blur,median,33.636649150327344,0.9536023893908535
without_mask,blur,none,33.92310287335214,0.9549962434808559
without_mask,blur,mean,33.65354609760162,0.9535788089115664
without_mask,blur,median,33.869233024198515,0.954623481365637
without_mask,blur,none,33.49032834589494,0.9540429448523363
without_mask,blur,mean,33.153641017253435,0.9516733077411392
without_mask,blur,median,33.42330609970032,0.9533663106177276
without_mask,blur,none,30.703296418110813,0.9178512934172112
without_mask,blur,mean,30.465233970336108,0.9137779372411045
without_mask,blur,median,30.628104003652176,0.91599015248851
without_mask,blur,none,27.432455194238617,0.8032981602279398
without_mask,blur,mean,27.31001987078337,0.8017248377274152
without_mask,blur,median,27.388246117085377,0.8028285920964104
without_mask,blur,none,32.30670680081446,0.8917593120617672
without_mask,blur,mean,32.13030285388558,0.8911992876101467
without_mask,blur,median,32.272082756464755,0.891889863397933
without_mask,blur,none,33.71090709775935,0.9588430943145898
without_mask,blur,mean,33.37052210432112,0.9573901680155937
without_mask,blur,median,33.64095442805167,0.9584281193885865
without_mask,blur,none,21.652679253227994,0.664483615003766
without_mask,blur,mean,21.518511540166067,0.6509011367558767
without_mask,blur,median,21.58966780677543,0.6553047507571629
without_mask,blur,none,27.663550439289004,0.8074697836998584
without_mask,blur,mean,27.55166636595616,0.8054337203022516
without_mask,blur,median,27.63538179515839,0.8067448985089106
without_mask,blur,none,26.87845854591915,0.7545776314650618
without_mask,blur,mean,26.77886494723101,0.7547792454896015
without_mask,blur,median,26.855268364093238,0.7545088282429355
without_mask,blur,none,29.304663282497163,0.8530349579758294
without_mask,blur,mean,29.1725336324479,0.8511079666233462
without_mask,blur,median,29.27209038259326,0.8524354009090173
without_mask,blur,none,23.939309080971753,0.6464344101278455
without_mask,blur,mean,23.585902070209453,0.6015727700218577
without_mask,blur,median,23.66082128103629,0.6091040658944799
without_mask,blur,none,36.82000776405529,0.9665168123702713
without_mask,blur,mean,36.450091263597606,0.9651000362132288
without_mask,blur,median,36.75555100348207,0.966137782600355
without_mask,blur,none,24.424779216131927,0.7583550633100745
without_mask,blur,mean,24.32640471648761,0.7563023306802256
without_mask,blur,median,24.400503643322264,0.7575962216154745
without_mask,blur,none,35.57787362231143,0.956783352364852
without_mask,blur,mean,35.264438921513964,0.9549836306305867
without_mask,blur,median,35.50031748758621,0.9562474457765203
without_mask,blur,none,29.383132506260047,0.8965499092446466
without_mask,blur,mean,29.29846977171485,0.8949232337505149
without_mask,blur,median,29.3702735815198,0.8963484611048534
without_mask,blur,none,34.21259153821868,0.956367335387129
without_mask,blur,mean,33.89506937755311,0.9551014216500112
without_mask,blur,median,34.15653216401792,0.9559851748566403
incorrect_mask,gaussian,none,23.478968511134415,0.5834424617988079
incorrect_mask,gaussian,mean,23.05917591393087,0.6625570707930876
incorrect_mask,gaussian,median,22.964024953159363,0.6336387890230282
incorrect_mask,gaussian,none,23.474254038419595,0.4850128270844681
incorrect_mask,gaussian,mean,26.51756722426533,0.6830591274372965
incorrect_mask,gaussian,median,26.470971215990872,0.6411674239089175
incorrect_mask,gaussian,none,23.182843112648346,0.38369601007554527
incorrect_mask,gaussian,mean,30.37676383573913,0.7526120106306706
incorrect_mask,gaussian,median,29.31053173183004,0.6956777057823507
incorrect_mask,gaussian,none,23.391544539479963,0.5369549464679743
incorrect_mask,gaussian,mean,27.132529749815276,0.7654858600928695
incorrect_mask,gaussian,median,27.574780980168793,0.7345884950520992
incorrect_mask,gaussian,none,24.022415304255333,0.46405999943806936
incorrect_mask,gaussian,mean,27.286106885397427,0.686613127512072
incorrect_mask,gaussian,median,27.569284207491073,0.664898149852962
incorrect_mask,gaussian,none,23.311566258713803,0.5938339850779376
incorrect_mask,gaussian,mean,26.241354212033325,0.719037430117568
incorrect_mask,gaussian,median,26.03838590377492,0.6916177820553128
incorrect_mask,gaussian,none,23.517418793807416,0.574049910513299
incorrect_mask,gaussian,mean,25.408685905103855,0.7071115207237094
incorrect_mask,gaussian,median,25.440901325730756,0.6795644063916254
incorrect_mask,gaussian,none,23.76300007273494,0.4511198845204784
incorrect_mask,gaussian,mean,27.760002770929656,0.6878691774457525
incorrect_mask,gaussian,median,27.738584111982153,0.6437633683521273
incorrect_mask,gaussian,none,23.48091196128687,0.4613046911672662
incorrect_mask,gaussian,mean,27.61458795988466,0.7080721750855309
incorrect_mask,gaussian,median,27.591076137399718,0.664869143656818
incorrect_mask,gaussian,none,23.22048393918431,0.398734061195208
incorrect_mask,gaussian,mean,28.728654699923073,0.6898342657140356
incorrect_mask,gaussian,median,28.11771816665244,0.6406879961658434
incorrect_mask,gaussian,none,23.41975524200516,0.5557630066360719
incorrect_mask,gaussian,mean,26.488980351302935,0.7172911547702888
incorrect_mask,gaussian,median,26.254073362214317,0.6834184458783467
incorrect_mask,gaussian,none,24.14711200164135,0.42959904198786675
incorrect_mask,gaussian,mean,26.445344632842854,0.5746873344553888
incorrect_mask,gaussian,median,27.36861845550895,0.5697521963695564
incorrect_mask,gaussian,none,23.924358448354837,0.4781497481005463
incorrect_mask,gaussian,mean,27.008524022009084,0.7473214492003173
incorrect_mask,gaussian,median,27.549820003936127,0.7028138012048765
incorrect_mask,gaussian,none,23.393748984760187,0.4693149273633416
incorrect_mask,gaussian,mean,28.446715486321157,0.7296066397939609
incorrect_mask,gaussian,median,27.86804044786923,0.687600956644689
incorrect_mask,gaussian,none,23.6726003651242,0.5179765522709784
incorrect_mask,gaussian,mean,27.736173856006154,0.7614842442150311
incorrect_mask,gaussian,median,28.01009497763004,0.7277856904739218
incorrect_mask,gaussian,none,23.82577568324262,0.4338813188875616
incorrect_mask,gaussian,mean,27.409824369539994,0.7145641336620644
incorrect_mask,gaussian,median,27.70409880573418,0.6686749685298116
incorrect_mask,gaussian,none,23.291064002484,0.48558430660335095
incorrect_mask,gaussian,mean,27.868758056492933,0.7431245451216423
incorrect_mask,gaussian,median,27.648072516235157,0.699812784952925
incorrect_mask,gaussian,none,23.3229329670328,0.5196151943277374
incorrect_mask,gaussian,mean,26.739591522056195,0.7267670516543824
incorrect_mask,gaussian,median,26.65154035035508,0.6893286165684683
incorrect_mask,gaussian,none,23.524986026717652,0.41059008303137245
incorrect_mask,gaussian,mean,27.583416683648785,0.6726953401767855
incorrect_mask,gaussian,median,27.598729190458027,0.6276126446343636
incorrect_mask,gaussian,none,23.715719184406865,0.5434740799008404
incorrect_mask,gaussian,mean,26.498404786643892,0.7393466268381509
incorrect_mask,gaussian,median,27.2085996597133,0.7080814610794107
incorrect_mask,gaussian,none,23.41533174954997,0.5522032419239228
incorrect_mask,gaussian,mean,26.129300726362274,0.764552450068582
incorrect_mask,gaussian,median,26.819744624628154,0.7374652176547888
incorrect_mask,gaussian,none,23.343403260192787,0.7220650395443687
incorrect_mask,gaussian,mean,22.540620090957812,0.7601252894309796
incorrect_mask,gaussian,median,23.24502564230603,0.7654293366416044
incorrect_mask,gaussian,none,23.267180869154693,0.6500442936641346
incorrect_mask,gaussian,mean,25.585006026020345,0.7620145689839348
incorrect_mask,gaussian,median,25.366602830450805,0.7384407910190163
incorrect_mask,gaussian,none,23.48360438710886,0.5434951858105829
incorrect_mask,gaussian,mean,27.340679103261824,0.7407590515065742
incorrect_mask,gaussian,median,27.080703071888127,0.7075401706466544
incorrect_mask,gaussian,none,23.347377520324333,0.4999732012980876
incorrect_mask,gaussian,mean,26.333359382826703,0.6975912401825838
incorrect_mask,gaussian,median,26.45045804650939,0.6679665393131149
incorrect_mask,gaussian,none,23.312368461196932,0.47714450196898756
incorrect_mask,gaussian,mean,27.0443724347543,0.6942591712842524
incorrect_mask,gaussian,median,26.88311950051012,0.6539984998331603
incorrect_mask,gaussian,none,23.881417606768753,0.6380322456350143
incorrect_mask,gaussian,mean,24.64708917867302,0.78746405894793
incorrect_mask,gaussian,median,25.460198218472332,0.7675187152090533
incorrect_mask,gaussian,none,23.42518517602564,0.5341109736788915
incorrect_mask,gaussian,mean,26.853224231350534,0.714839601834094
incorrect_mask,gaussian,median,26.79818583699592,0.6837238205140085
incorrect_mask,gaussian,none,23.333924264030586,0.4268351006969952
incorrect_mask,gaussian,mean,28.005811705481094,0.7080345147579267
incorrect_mask,gaussian,median,27.736854870945283,0.660231148072504
incorrect_mask,gaussian,none,23.288653384590546,0.5520634432155698
incorrect_mask,gaussian,mean,27.16591309935751,0.7273176201538952
incorrect_mask,gaussian,median,26.923197143097987,0.696214479117318
incorrect_mask,saltpepper,none,17.895615684882628,0.4467774324440754
incorrect_mask,saltpepper,mean,21.95910813004138,0.5491831650656459
incorrect_mask,saltpepper,median,23.654793325384027,0.7660468797996316
incorrect_mask,saltpepper,none,17.875870619930904,0.36613179750981745
incorrect_mask,saltpepper,mean,24.462512349233023,0.5555753198666267
incorrect_mask,saltpepper,median,28.85448028119228,0.8347406807038983
incorrect_mask,saltpepper,none,18.032664781075155,0.27563419619158397
incorrect_mask,saltpepper,mean,26.87424831022533,0.6148013142275106
incorrect_mask,saltpepper,median,38.886507354038166,0.9794556119890503
incorrect_mask,saltpepper,none,17.786947429552555,0.4090534589437014
incorrect_mask,saltpepper,mean,24.815474807753752,0.6520164632318082
incorrect_mask,saltpepper,median,31.375938085861673,0.9223965126360235
incorrect_mask,saltpepper,none,16.88999451353734,0.3739011125524576
incorrect_mask,saltpepper,mean,24.315345446614486,0.536297850525572
incorrect_mask,saltpepper,median,31.04926248983825,0.922227137617191
incorrect_mask,saltpepper,none,18.01223800545393,0.42978552791443564
incorrect_mask,saltpepper,mean,24.38322228542914,0.6255129246243393
incorrect_mask,saltpepper,median,28.21870041035079,0.8334282521736879
incorrect_mask,saltpepper,none,17.423987912926748,0.42758407432996054
incorrect_mask,saltpepper,mean,23.513173933832924,0.5901080493500602
incorrect_mask,saltpepper,median,27.17755311799032,0.8379930396843148
incorrect_mask,saltpepper,none,17.2130411493793,0.33580175847332877
incorrect_mask,saltpepper,mean,24.69323826257827,0.5278297807511783
incorrect_mask,saltpepper,median,31.318442316867802,0.8602479568044811
incorrect_mask,saltpepper,none,17.33490916793543,0.3539722404409608
incorrect_mask,saltpepper,mean,24.626442785554712,0.5691576375452186
incorrect_mask,saltpepper,median,30.962804921553065,0.888721778556422
incorrect_mask,saltpepper,none,18.17886063794841,0.2860030598381624
incorrect_mask,saltpepper,mean,26.01098249668798,0.5629111378231632
incorrect_mask,saltpepper,median,32.49122913621859,0.8940821873572161
incorrect_mask,saltpepper,none,17.89310819846479,0.41732009467224596
incorrect_mask,saltpepper,mean,24.46790226130959,0.6071637872279552
incorrect_mask,saltpepper,median,28.376732837956126,0.8454035531309554
incorrect_mask,saltpepper,none,16.725862461775247,0.36705102880440305
incorrect_mask,saltpepper,mean,23.719612725811885,0.47736017036330763
incorrect_mask,saltpepper,median,30.330855851996358,0.8671646496769014
incorrect_mask,saltpepper,none,16.84712447352932,0.3730571574100674
incorrect_mask,saltpepper,mean,23.993473242274845,0.5461151050858993
incorrect_mask,saltpepper,median,30.697092230128213,0.9165198527778412
incorrect_mask,saltpepper,none,17.778502769805225,0.3455140852929943
incorrect_mask,saltpepper,mean,25.40059226506194,0.5998306277870267
incorrect_mask,saltpepper,median,31.726021892933627,0.9001633831917256
incorrect_mask,saltpepper,none,17.312011736866342,0.39006760572821536
incorrect_mask,saltpepper,mean,24.71954351547526,0.6171744451288077
incorrect_mask,saltpepper,median,31.981180933259218,0.9143018112896094
incorrect_mask,saltpepper,none,17.075507430937368,0.33973427742842816
incorrect_mask,saltpepper,mean,24.338842061334685,0.5342414045186522
incorrect_mask,saltpepper,median,31.000580740073815,0.9136369661699515
incorrect_mask,saltpepper,none,17.655851570104225,0.3581670092870463
incorrect_mask,saltpepper,mean,25.18843678014381,0.6131655181986774
incorrect_mask,saltpepper,median,31.72527435067098,0.9161609273156591
incorrect_mask,saltpepper,none,18.269768858722756,0.4038181501308841
incorrect_mask,saltpepper,mean,24.73354370414173,0.6197359222305638
incorrect_mask,saltpepper,median,29.0117306602416,0.8556202215382619
incorrect_mask,saltpepper,none,17.563837148303143,0.313896383450065
incorrect_mask,saltpepper,mean,24.89594249997664,0.5228222977136133
incorrect_mask,saltpepper,median,30.994569430464153,0.8862409256945072
incorrect_mask,saltpepper,none,17.224393045389853,0.40696368174327685
incorrect_mask,saltpepper,mean,24.02463143978743,0.5978726899933591
incorrect_mask,saltpepper,median,29.95816836158635,0.8755654236492497
incorrect_mask,saltpepper,none,17.655417196691058,0.4193691098600822
incorrect_mask,saltpepper,mean,24.14104977893855,0.6463103585318765
incorrect_mask,saltpepper,median,29.667572074238706,0.9128514881820052
incorrect_mask,saltpepper,none,17.75768306967493,0.5663926601405275
incorrect_mask,saltpepper,mean,21.533119623114114,0.6907344176307597
incorrect_mask,saltpepper,median,24.089048229802046,0.8619370836772428
incorrect_mask,saltpepper,none,17.89978731795201,0.48648817405939976
incorrect_mask,saltpepper,mean,23.83673929332162,0.6757900798828875
incorrect_mask,saltpepper,median,27.080954234038206,0.8534184570708533
incorrect_mask,saltpepper,none,17.824106276571953,0.4087180931054233
incorrect_mask,saltpepper,mean,24.905586629206674,0.6230440874253559
incorrect_mask,saltpepper,median,29.942877784325983,0.8799962954940915
incorrect_mask,saltpepper,none,18.03214884493271,0.3740398895715258
incorrect_mask,saltpepper,mean,24.410333244827868,0.5898848281633334
incorrect_mask,saltpepper,median,28.767277727786254,0.8544662047723977
incorrect_mask,saltpepper,none,17.856060356036203,0.3535991784306482
incorrect_mask,saltpepper,mean,24.794654753423927,0.5688385481010815
incorrect_mask,saltpepper,median,29.78938803732197,0.8701205755988806
incorrect_mask,saltpepper,none,16.922168543940636,0.4911167964727854
incorrect_mask,saltpepper,mean,22.77648658145816,0.6447891452717872
incorrect_mask,saltpepper,median,27.22451519344766,0.8975852542619615
incorrect_mask,saltpepper,none,17.669138191825322,0.3934301344375533
incorrect_mask,saltpepper,mean,24.615766045993265,0.5987306261540417
incorrect_mask,saltpepper,median,29.470686702475554,0.8576462407273544
incorrect_mask,saltpepper,none,17.666197906817292,0.31122782025658446
incorrect_mask,saltpepper,mean,25.35040634987262,0.5626555058762289
incorrect_mask,saltpepper,median,31.829563906818684,0.9033782662356481
incorrect_mask,saltpepper,none,17.848981378259083,0.40282703673863035
incorrect_mask,saltpepper,mean,24.861741876263245,0.6216686186194497
incorrect_mask,saltpepper,median,29.785025503757172,0.8609947589332511
incorrect_mask,blur,none,20.753922444723088,0.5652900936758026
incorrect_mask,blur,mean,20.662582846708027,0.5481692390711944
incorrect_mask,blur,median,20.688332066292894,0.5514497841399728
incorrect_mask,blur,none,24.454091978620394,0.680636145840375
incorrect_mask,blur,mean,24.274544618169646,0.6658881697183228
incorrect_mask,blur,median,24.351188746537204,0.669572840323203
incorrect_mask,blur,none,27.78021067517195,0.8898361655742976
incorrect_mask,blur,mean,27.591967739654805,0.8841071377192925
incorrect_mask,blur,median,27.69331381415521,0.8871167482343537
incorrect_mask,blur,none,22.202352228690515,0.6619080070615705
incorrect_mask,blur,mean,22.09616652776009,0.6507166120362246
incorrect_mask,blur,median,22.174750907257497,0.6564012981363112
incorrect_mask,blur,none,24.262393218922167,0.7480955036256498
incorrect_mask,blur,mean,24.021185425680457,0.7361932674758487
incorrect_mask,blur,median,24.138372873262377,0.7416636776443312
incorrect_mask,blur,none,23.371784923571006,0.5809039031458827
incorrect_mask,blur,mean,23.230348409321646,0.56255600383201
incorrect_mask,blur,median,23.296951723393047,0.5678250493902577
incorrect_mask,blur,none,22.45435059889834,0.6465134706264432
incorrect_mask,blur,mean,22.318362851146958,0.6315312013210287
incorrect_mask,blur,median,22.389364637928814,0.6371467432553194
incorrect_mask,blur,none,25.109662042545047,0.6881864531407628
incorrect_mask,blur,mean,24.963511995757305,0.6777356708695782
incorrect_mask,blur,median,25.040837645606537,0.6809556175651895
incorrect_mask,blur,none,25.018186817002217,0.7559813424185585
incorrect_mask,blur,mean,24.761712952684146,0.7372202168033334
incorrect_mask,blur,median,24.900261130871257,0.7430831694373815
incorrect_mask,blur,none,27.10504210903717,0.7506746668237939
incorrect_mask,blur,mean,26.96260445361745,0.7437743284297178
incorrect_mask,blur,median,27.050541630497538,0.7464752238144777
incorrect_mask,blur,none,23.422429953680908,0.6618530162176016
incorrect_mask,blur,mean,23.267623541185323,0.643752798934167
incorrect_mask,blur,median,23.334441141077274,0.6480566614265454
incorrect_mask,blur,none,24.41753077815399,0.719945642807423
incorrect_mask,blur,mean,24.144834169456306,0.7072085730375578
incorrect_mask,blur,median,24.34910576283191,0.7145699237410138
incorrect_mask,blur,none,23.56270959627625,0.7763836971108639
incorrect_mask,blur,mean,23.394553078533164,0.7671661996446196
incorrect_mask,blur,median,23.49756511497506,0.7717546166941048
incorrect_mask,blur,none,25.105804781472578,0.7246079547274625
incorrect_mask,blur,mean,25.00996330157998,0.7180285832121901
incorrect_mask,blur,median,25.071885868183045,0.7204702906964678
incorrect_mask,blur,none,22.947595985815123,0.7122489439204256
incorrect_mask,blur,mean,22.840193783023793,0.7044737546476464
incorrect_mask,blur,median,22.914386258619423,0.707847707008482
incorrect_mask,blur,none,25.011702968695726,0.7604779021804918
incorrect_mask,blur,mean,24.82248917608051,0.750840300501495
incorrect_mask,blur,median,24.943742129837077,0.7548165153912275
incorrect_mask,blur,none,24.684361816310158,0.7286563816016778
incorrect_mask,blur,mean,24.537032092387662,0.7170468005952809
incorrect_mask,blur,median,24.64512377374465,0.722695073402435
incorrect_mask,blur,none,23.6550312597136,0.6332092515998006
incorrect_mask,blur,mean,23.559244713430814,0.6240946447334172
incorrect_mask,blur,median,23.616827315647832,0.6268041914210104
incorrect_mask,blur,none,25.365718443019265,0.7474445231178938
incorrect_mask,blur,mean,25.150131997238645,0.7313549644320544
incorrect_mask,blur,median,25.26572864728287,0.7372414399922972
incorrect_mask,blur,none,22.437289520217355,0.6909949604061998
incorrect_mask,blur,mean,22.292209257146453,0.6815758835130641
incorrect_mask,blur,median,22.404717666382936,0.6854832306821915
incorrect_mask,blur,none,23.20100788489972,0.7234616653912047
incorrect_mask,blur,mean,22.801659444812774,0.70896727773575
incorrect_mask,blur,median,23.108163924158916,0.7185308492224646
incorrect_mask,blur,none,18.093512412267483,0.510550877236728
incorrect_mask,blur,mean,17.98301340314658,0.48981452916652657
incorrect_mask,blur,median,18.03245418396574,0.49720460420929524
incorrect_mask,blur,none,21.116817591324462,0.5500645437434017
incorrect_mask,blur,mean,21.04360073732188,0.5373562489985909
incorrect_mask,blur,median,21.080330433032806,0.5412253233945082
incorrect_mask,blur,none,23.975121801654563,0.6156637298367309
incorrect_mask,blur,mean,23.87756937609072,0.6095406490520695
incorrect_mask,blur,median,23.93691570165074,0.6116062904538678
incorrect_mask,blur,none,23.38396010236813,0.6578406547491533
incorrect_mask,blur,mean,23.24849024740344,0.6447605539656429
incorrect_mask,blur,median,23.317400772097052,0.6490870101364284
incorrect_mask,blur,none,25.371410797306645,0.7388359048217236
incorrect_mask,blur,mean,25.071354121806905,0.7160136562737064
incorrect_mask,blur,median,25.218986530283225,0.7230146697709342
incorrect_mask,blur,none,20.056214066830897,0.6461388686507022
incorrect_mask,blur,mean,19.8635795591914,0.6325094275381392
incorrect_mask,blur,median,19.98198741800245,0.6405759491888291
incorrect_mask,blur,none,23.449911318934888,0.6621847252727102
incorrect_mask,blur,mean,23.282311699666266,0.641381004744131
incorrect_mask,blur,median,23.358371458306415,0.6462101228559809
incorrect_mask,blur,none,26.052566852467315,0.77818513344021
incorrect_mask,blur,mean,25.897435690317398,0.76844906581844
incorrect_mask,blur,median,25.980574373642146,0.7724316312510727
incorrect_mask,blur,none,22.984476163985725,0.5741057814299025
incorrect_mask,blur,mean,22.91403484768825,0.5688556204426146
incorrect_mask,blur,median,22.962890678937526,0.5712345764053087
